Sample	Sample	Run1	Issues	Requirement	Run2	Issues	Requirements	Run3	Issues	Requirements
x	2537949	mt234	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_234_4 sample	73-340 438-524 16024-16365	Trả KQ			
x	2538045	mt240	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_240_5 samples	73-340 438-573 16024-16365	Trả KQ			
2538049	2538049	mt240	Nhiễm mẫu (9 vị trí mixed)	Chạy lại từ bước tách	20251025_mtDNA_240_5 samples	Nhiễm mẫu (9 vị trí mixed)	trước mắt lab chạy XN STR dùng dịch tách lần 2 để xác nhận kết quả STR, sau đó sẽ có yêu cầu mới về XN mtDNA			
x	2538054	mt240	2F peak spike	PCR-BD 2F	20251025_mtDNA_240_5 samples	none	Trả KQ			
x	2538061	mt240	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_240_5 samples	none	Trả KQ			
x	2538103	mt240	2F nền cao, 3R nền cao (AC repeat)	PCR-BD 2F, 3F, R389	20251025_mtDNA_240_5 samples	none	Trả KQ			
x	2537970	mt239	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_239_4 samples	73-340 438-573 16024-16365	Trả KQ			
x	2538010	mt239	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_239_4 samples	none	Trả KQ			
x	2538022	mt239	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_239_4 samples	73-340 438-573 16024-16365	Trả KQ			
x	2538025	mt239	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_239_4 samples	73-340 438-522 16024-16365	Trả KQ			
x	2561046	mt244	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_244_2 samples	73-302 316-340 438-573 16024-16365	Trả KQ			
x	2561053	mt244	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_244_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2538311	mt242	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_242_3 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2538312	mt242	3R ngắn + nền cao	PCR-BD 3R	20251025_mtDNA_242_3 samples	none	Trả KQ			
x	2538318	mt242	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_242_3 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2538167	mt241	3R polyAC	PCR-BD 3F, R389	20251025_mtDNA_241_1 sample	none	Trả KQ			
x	2538355	mt243	1R nhiễu	PCR-BD 1R	20251025_mtDNA_243_2 samples	none	Trả KQ			
x	2538384	mt243	3R nền cao	PCR-BD 3F, R389	20251025_mtDNA_243_2 samples	none	Trả KQ			
x	2538455	mt245	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_245_1 sample	73-340 438-573 16024-16365	Trả KQ			
x	2538511	mt246	3R nền cao	PCR-BD 3F, R389	20251025_mtDNA_246_2 samples	none	Trả KQ			
x	2538587	mt246	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_246_2 samples	73-340 438-573 16024-16365	Trả KQ			
2538603	2538603	mt247	3R fail	PCR-BD 3F, R389	20251025_mtDNA_247_2 samples	none				
2538609	2538609	mt247	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_247_2 samples	73-340 438-573 16024-16365				
2538941	2538941	mt249	3R dyeblob, cần xác minh HV2 (vị trí 73)	PCR-BD 3R, F15 hoặc F6	20251025_mtDNA_249_4 samples	none				
2538975	2538975	mt249	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_249_4 samples	73-340 438-573 16024-16365				
2539001	2539001	mt249	3R dyeblob	PCR-BD 3R	20251025_mtDNA_249_4 samples	none				
2539024	2539024	mt249	cần xác minh HV2 (vị trí 73)	PCR-BD F15 hoặc F6	20251025_mtDNA_249_4 samples	73R				
2537365	2537365	mt229	2F dyeblob	PCR-BD 2F	20251025_mtDNA_229_1 sample	none				
x	2545257	mt250	3R peak shoulder	R389	20251025_mtDNA_250_4 samples	none	Trả KQ			
x	2545264	mt250	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_250_4 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2545299	mt250	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_250_4 samples	73-340 438-576 16024-16217 16236-16289 16299-16365	Trả KQ			
x	2545289	mt250	316S? 319Y?	PCR-BD R389	20251025_mtDNA_250_4 samples	310Y 316S 319Y	Trả KQ			
2538867	2538867	mt248	2F dyeblob	PCR-BD 2F	20251025_mtDNA_248_1 sample	none				
2545797	2545797	mt252	1F nền cao	PCR-BD 1F	20251025_mtDNA_252_4 samples	none				
2545860	2545860	mt252	2F nền cao + dyeblob	PCR-BD 2F	20251025_mtDNA_252_4 samples	none				
2545873	2545873	mt252	Nghi ngờ nhiễm 146Y? 230R? 16305R?	Chạy lại từ bước tách	20251025_mtDNA_252_4 samples	146Y? 230R? 16305R?				
2545878	2545878	mt252	3R nền cao	PCR-BD 3F, R389	20251025_mtDNA_252_4 samples	none				
2545394	2545394	mt251	1F nền cao	PCR-BD 1F	20251025_mtDNA_251_2 samples	none				
2545386	2545386	mt251	Đầu 2F tín hiệu kém	PCR-BD 2F	20251025_mtDNA_251_2 samples	none				
x	2546144	mt253	3R polyC	PCR-BD 3F	20251025_mtDNA_253_2 samples	73-340 438-573 16024-16365	Trả KQ			
x	2546176	mt253	316S? 319Y?	Tạm giữ lại để phân tích (NGS)	20251025_mtDNA_253_2 samples	none	Trả KQ			
x	2546218	mt253	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_253_2 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2546279	mt254	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_254_3 samples	73-340 438-576 16024-16217 16234-16289 16299-16365	Trả KQ			
x	2546305	mt254	3R, 1F nền cao	PCR-BD 1F, 3F	20251025_mtDNA_254_3 samples	none	Trả KQ			
x	2546276	mt254	2F dyeblob	PCR-BD 2F	20251025_mtDNA_254_3 samples	none	Trả KQ			
2546492	2546492	mt255	3R 455 polyT	PCR-BD 3F, R389	20251025_mtDNA_255_1 sample	none				
2539038	2539038	mt259	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_259_4 samples	73-340 438-573 16024-16365				
2539045	2539045	mt259	3R polyC	PCR-BD 3F	20251025_mtDNA_259_4 samples	73-340 438-573 16024-16365				
2539099	2539099	mt259	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_259_4 samples	73-340 438-573 16024-16365				
2539106	2539106	mt259	3R polyAC (AC repeat)	PCR-BD 3F, R389	20251025_mtDNA_259_4 samples	73-340 438-524 16024-16365.				
2546493	2546493	mt256	1F nền cao + dyeblob, 16303S?	PCR-BD 1F, F16190	20251025_mtDNA_256_8 samples	none				
2546525	2546525	mt256	3R nền cao (AC repeat)	PCR-BD R389	20251025_mtDNA_256_8 samples	none				
2546532	2546532	mt256	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_256_8 samples	73-340 438-576 16024-16193 16242-16289 16297-16365				
2546540	2546540	mt256	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_256_8 samples	73-340 438-573 16024-16365				
2546543	2546543	mt256	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_256_8 samples	73-340 438-573 16024-16366				
2546550	2546550	mt256	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_256_8 samples	73-340 438-573 16024-16365				
2546558	2546558	mt256	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_256_8 samples	73-340 438-573 16024-16366				
2546571	2546571	mt256	3R nền cao	PCR-BD 3F, R389	20251025_mtDNA_256_8 samples	none				
2539128	2539128	mt260	2F fail, 3R polyC	PCR-BD 2F, 3F, R389	20251025_mtDNA_260_3 samples	73-340 438-573 16024-16365				
2539145	2539145	mt260	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_260_3 samples	73-340 438-573 16024-16365				
2539167	2539167	mt260	3R peak shoulder	PCR-BD 3F, R389	20251025_mtDNA_260_3 samples	none				
x	2546769	mt257	2F nền cao + dyeblob	PCR-BD 2F	20251025_mtDNA_257_3 samples	none	Trả KQ			
x	2546797	mt257	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_257_3 samples	73-340 438-576 16024-16217 16238-16289 16299-16365	Trả KQ			
x	2546812	mt257	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251025_mtDNA_257_3 samples	73-340 438-576 16024-16217 16236-16289 16299-16365	Trả KQ			
2547039	2547039	mt258	1F dyeblob, 16041R?	PCR-BD 1F	20251025_mtDNA_258_5 samples	none				
2547049	2547049	mt258	2F nền cao	PCR-BD 2F	20251025_mtDNA_258_5 samples	none				
2547057	2547057	mt258	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_258_5 samples	73-302 308-340 438-573 16024-16365				
2547095	2547095	mt258	2F nền cao	PCR-BD 2F	20251025_mtDNA_258_5 samples	73-302 316-340 438-576 16024-16365				
2547118	2547118	mt258	2F nền cao	PCR-BD 2F	20251025_mtDNA_258_5 samples	none				
2539214	2539214	mt261	3R polyC	PCR-BD 3F, R389	20251025_mtDNA_261_1 sample	73-340 438-573 16024-16365				
LN_25_AA0001	LN_25_AA0001	20251017_MS_091025_001	2F nền cao, 3R nền cao (AC repeat)	PCR-BD 2F, 3F, R389						
LN_25_AA0054	LN_25_AA0054	20251017_MS_091025_001	3R polyC	PCR-BD 3F, R389						
2539334	2539334	mt262	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_262_5 samples	73-340 438-573 16024-16365				
2539338	2539338	mt262	3R ngắn	PCR-BD 3R	20251205_mtDNA_262_5 samples	none				
2539339	2539339	mt262	3R fail	PCR-BD 3F, R389	20251205_mtDNA_262_5 samples	none				
2539384	2539384	mt262	1F nền cao + dyeblob	PCR-BD 1F	20251205_mtDNA_262_5 samples	none				
2539391	2539391	mt262	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_262_5 samples	none				
2539406	2539406	mt263	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_263_3 mẫu	none				
2539423	2539423	mt263	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_263_3 mẫu	none				
2539475	2539475	mt263	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_263_3 mẫu	none				
2541140	2541140	mt264	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_264_1 mẫu	73-340 438-573 16024-16365				
x	2564819	mt265	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_265_2 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2564797	mt265	2F dyeblob	PCR-BD 2F	20251205_mtDNA_265_2 mẫu	none	Trả KQ			
2539618	2539618	mt267	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_267_2 samples	73-340 438-573 16024-16365				
2539670	2539670	mt267	2F dyeblob	PCR-BD 2F	20251205_mtDNA_267_2 samples	none				
2539521	2539521	mt266	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_266_3 mẫu	none				
2539527	2539527	mt266	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_266_3 mẫu	none				
2539538	2539538	mt266	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_266_3 mẫu	none				
2569764	2569764	mt269	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_269_4 samples	73-340 438-573 16024-16365				
2569793	2569793	mt269	2F nền cao	PCR-BD 2F	20251205_mtDNA_269_4 samples	none				
2569798	2569798	mt269	3R tín hiệu yếu	PCR-BD 3F, R389	20251205_mtDNA_269_4 samples	none				
2569799	2569799	mt269	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_269_4 samples	none				
x	2539862	mt268	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_268_2 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2539880	mt268	2F peak shoulder	PCR-BD 2F	20251205_mtDNA_268_2 mẫu	none	Trả KQ			
2539890	2539890	mt268	1R length heteroplasmy (16263.1c)?	Tạm giữ lại để phân tích tiếp (NGS)		73-340 438-576 16024-16255 16265-16365				
2569026	2569026	mt283	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_283_1 mẫu	73-340 438-573 16024-16365				
2540066	2540066	mt271	316S 319Y	Tạm giữ lại để phân tích (NGS)		none				
2540100	2540100	mt271	2F nhiễu	PCR-BD F109, R285a	20251205_mtDNA_271_1 mẫu	none				
x	2539999	mt270	1F ngắn	PCR-BD 1F	20251205_mtDNA_270_2 mẫu	none	Trả KQ			
x	2540014	mt270	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_270_2 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
2540125	2540125	mt272	2F ngắn	PCR-BD 2F	20251205_mtDNA_272_1 mẫu	none				
2540321	2540321	mt274	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_274_1 mẫu	none				
x	2568364	mt278_L1	3R nền cao (AC repeat)	PCR-BD 3F, R389	278_l1	none	Trả KQ			
x	2570192	mt278_L1	3R nền cao (AC repeat)	PCR-BD 3F, R389	278_l1	none	Trả KQ			
2540813	2540813	mt278_L2	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_278_2 mẫu	none				
2540841	2540841	mt278_L2	3R tín hiệu peak thấp	PCR-BD 3F, R389	20251205_mtDNA_278_2 mẫu	none				
2540998	2540998	mt280	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	none				
2540999	2540999	mt280	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	none				
2541000	2541000	mt280	3R nền cao (AC repeat)	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	none				
2541071	2541071	mt280	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	73-340 438-573 16024-16365				
2541005	2541005	mt280	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	none				
2541006	2541006	mt280	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_280_7 mẫu	none				
2541044	2541044	mt280	Fail trình tự	PCR-BD 1F, 1R, 2F, 3R	20251205_mtDNA_280_7 mẫu	none				
2541374	2541374	mt282	Nghi ngờ nhầm mẫu (1F 1R mismatch)	Chạy lại từ bước tách chiết	20251205_mtDNA_282_3 mẫu	Kết quả giữa 2 lần không khớp cả 3 vùng	Chạy lại từ bước tách để xác nhận			
2541359	2541359	mt282	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_282_3 mẫu	73-340 438-573 16024-16365				
2541332	2541332	mt282	3R poly C	PCR-BD 3F, R389	20251205_mtDNA_282_3 mẫu	73-340 438-573 16024-16365				
x	2541416	mt284	3R poly C	PCR-BD 3F, R389	20251205_mtDNA_284_3 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2541383	mt284	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_284_3 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2541443	mt284	16076S, 16193Y, 16189Y?	tách lại để xác nhận	20251205_mtDNA_284_3 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2541257	mt281	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_281_1 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
2541595	2541595	mt286	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_286_4 mẫu	73-340 438-573 16024-16365				
2541600	2541600	mt286	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_286_4 mẫu	none				
2541633	2541633	mt286	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_286_4 mẫu	73-340 438-573 16024-16365				
2541596	2541596	mt286	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_286_4 mẫu	none				
2541498	2541498	mt285	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_285_2 mẫu	73-340 438-572 16024-16365				
2541476	2541476	mt285	1R dyeblob	PCR-BD 1R	20251205_mtDNA_285_2 mẫu	none				
2541660	2541660	mt287	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	none				
2541661	2541661	mt287	2F, 3R nền cao	PCR-BD 2F, 3F, R389	20251205_mtDNA_287_9 samples	none				
2541662	2541662	mt287	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	none				
2541669	2541669	mt287	2F nền cao	PCR-BD 2F	20251205_mtDNA_287_9 samples	none				
2541678	2541678	mt287	2F nền cao	PCR-BD 2F	20251205_mtDNA_287_9 samples	none				
2541685	2541685	mt287	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	73-340 438-573 16024-16365				
2541692	2541692	mt287	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	73-340 438-573 16024-16365				
2541707	2541707	mt287	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	none				
2541731	2541731	mt287	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_287_9 samples	none				
x	2541939	mt290	3R fail	PCR-BD 3F, R389	20251205_mtDNA_290_6 mẫu	none	Trả KQ			
x	2541942	mt290	3R polyC (460T-C)	PCR-BD 3F, R389	20251205_mtDNA_290_6 mẫu	73-340 438-455 464-576 16024-16365	Trả KQ			
x	2541975	mt290	2F tín hiệu yếu; 3R polyC	PCR-BD 2F, 3F, R389	20251205_mtDNA_290_6 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2541989	mt290	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_290_6 mẫu	73-340 438-573 16024-16365	Trả KQ			
x	2541990	mt290	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_290_6 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2541988	mt290	3R tín hiệu peak thấp	PCR-BD 3F, R389	20251205_mtDNA_290_6 mẫu	none	Trả KQ			
2541864	2541864	mt289	2F tín hiệu phức tạp	PCR-BD 2F	20251205_mtDNA_289_3 mẫu	none				
2541901	2541901	mt289	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_289_3 mẫu	73-340 438-573 16024-16365				
2541914	2541914	mt289	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_289_3 mẫu	73-340 438-573 16024-16365				
x	2542016	mt291	1F dye blob	PCR-BD 1F	20251205_mtDNA_291_8 samples	none	Trả KQ			
x	2542018	mt291	3R polyC (460T-C)	PCR-BD 3F, R389	20251205_mtDNA_291_8 samples	73-340 438-455 464-576 16024-16365	Trả KQ			
x	2542020	mt291	2F peak shoulder	PCR-BD 2F	20251205_mtDNA_291_8 samples	none	Trả KQ			
x	2542031	mt291	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_291_8 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2542021	mt291	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_291_8 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2542172	mt291	1R peak shoulder	PCR-BD 1R	20251205_mtDNA_291_8 samples	none	Trả KQ			
x	2542201	mt291	3R nhiễu	PCR-BD 3F, R389	20251205_mtDNA_291_8 samples	none	Trả KQ			
x	2542217	mt291	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_291_8 samples	73-340 438-573 16024-16365	Trả KQ			
2542239	2542239	mt292	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_292_1 sample	none				
2542427	2542427	mt294	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_294_3 samples	73-340 438-573 16024-16365				
2542432	2542432	mt294	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_294_3 samples	73-340 438-573 16024-16365				
2542464	2542464	mt294	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_294_3 samples	73-340 438-573 16024-16365				
2542504	2542504	mt295	3R poly C (AC repeat)	PCR-BD 3F, R389	20251205_mtDNA_295_5 samples	73-340 438-522 16024-16365				
2542544	2542544	mt295	2F nền cao	PCR-BD 2F	20251205_mtDNA_295_5 samples	none				
2542546	2542546	mt295	3R poly C (AC repeat)	PCR-BD 3F, R389	20251205_mtDNA_295_5 samples	73-340 438-573 16024-16365				
2542551	2542551	mt295	3R tín hiệu không rõ ràng	PCR-BD 3F, R389	20251205_mtDNA_295_5 samples	none				
2542520	2542520	mt295	3R poly C (AC repeat)	PCR-BD 3F	20251205_mtDNA_295_5 samples	73-340 438-522 16024-16365				
x	2542661	mt296	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_296_2 mẫu	none	Trả KQ			
x	2542706	mt296	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_296_2 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2542323	mt293	3R ngắn	PCR-BD 3R	20251205_mtDNA_293_6 samples	none	Trả KQ			
x	2542332	mt293	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_293_6 samples	73-340 438-576 16024-16217 16236-16289 16297-16365	Trả KQ			
x	2542341	mt293	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_293_6 samples	73-340 438-576 16024-16217 16236-16289 16297-16365	Trả KQ			
x	2542358	mt293	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_293_6 samples	73-340 438-573 16024-16365	Trả KQ			
x	2542367	mt293	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_293_6 samples	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
x	2542411	mt293	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_293_6 samples	73-340 438-573 16024-16365	Trả KQ			
2542762	2542762	mt297	3R nhiễu	PCR-BD R389	20251205_mtDNA_297_1 mẫu	none				
2543028	2543028	mt299	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_299_3 mẫu	73-302 316-340 438-576 16024-16365				
2543065	2543065	mt299	3R ngắn	PCR-BD 3R	20251205_mtDNA_299_3 mẫu	none				
2543100	2543100	mt299	2F nhiễu	PCR-BD F109, R285a	20251205_mtDNA_299_3 mẫu	none				
2543298	2543298	mt302	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_302_2 mẫu	none				
2543322	2543322	mt302	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_302_2 mẫu	73-340 438-573 16024-16365				
x	2543263	mt301	1R polyC (16293A-C)	PCR-BD F16190, R16258	20251205_mtDNA_301_1 mẫu	73-340 438-576 16024-16217 16231-16289 16299-16365	Trả KQ			
2543132	2543132	mt300	2F nhiễu	PCR-BD F109, R285a	20251205_mtDNA_300_1 mẫu	none				
2543767	2543767	mt305	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_305_3 mẫu	73-340 438-573 16024-16365				
2543772	2543772	mt305	3R nền cao	PCR-BD 3F, R389	20251205_mtDNA_305_3 mẫu	none				
2543727	2543727	mt305	3R nền cao (AC repeat)	PCR-BD 3F, R389	20251205_mtDNA_305_3 mẫu	none				
2543823	2543823	mt306	455.1Y 460T-C	Tạm giữ lại để phân tích	20251205_mtDNA_305	73-340 438-455 464-576 16024-16365				
2543831	2543831	mt306	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_306_3 mẫu	73-340 438-573 16024-16365				
2543851	2543851	mt306	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_306_3 mẫu	73-340 438-573 16024-16365				
2543855	2543855	mt306	3R ngắn	PCR-BD 3R	20251205_mtDNA_306_3 mẫu	none				
2543412	2543412	mt304	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_304_2 mẫu	73-340 438-573 16024-16365				
2543413	2543413	mt304	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_304_2 mẫu	none				
2543942	2543942	mt307	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_307_5 mẫu	73-340 438-573 16024-16365				
2543964	2543964	mt307	3R fail	PCR-BD 3F, R389	20251205_mtDNA_307_5 mẫu	none				
2543969	2543969	mt307	2F dyeblob	PCR-BD R285a	20251205_mtDNA_307_5 mẫu	none				
2543977	2543977	mt307	2F dyeblob	PCR-BD R285a	20251205_mtDNA_307_5 mẫu	none				
2543915	2543915	mt307	2F dyeblob	PCR-BD R285a	20251205_mtDNA_307_5 mẫu	none				
2543983	2543983	mt308	3R tín hiệu yếu	PCR-BD 3R	20251205_mtDNA_308_3 samples	none				
2544029	2544029	mt308	1F nhiễu	PCR-BD 1F	20251205_mtDNA_308_3 samples	none				
2544062	2544062	mt308	1R fail	PCR-BD 1R	20251205_mtDNA_308_3 samples	none				
2544080	2544080	mt310	3R polyC	PCR-BD 3F	20251205_mtDNA_310_1 mẫu	73-340 438-573 16024-16365				
2544324	2544324	mt312	2F nhiễu	PCR-BD F109, R285a	20251205_mtDNA_312_2 mẫu	none				
2544286	2544286	mt312	1F dyeblob	PCR-BD 1F	20251205_mtDNA_312_2 mẫu	none				
2544160	2544160	mt311	3R ngắn	PCR-BD 3F, R389	20251205_mtDNA_311_2 mẫu	none				
2544170	2544170	mt311	3R fail	PCR-BD 3F, R389	20251205_mtDNA_311_2 mẫu	none				
LN_25_AA0306	LN_25_AA0306	MS_121125_001	3R nền cao (AC repeat)	PCR-BD 3F, R389	MS_121125_001	73-340 438-522 526-576 16024-16365				
LN_25_AA0354	LN_25_AA0354	MS_121125_001	3R polyC	PCR-BD 3F, R389	MS_121125_001	73-340 438-573 16024-16365				
LN_25_AA0355	LN_25_AA0355	MS_121125_001	3R nền cao (AC repeat)	PCR-BD 3F, R389	MS_121125_001	73-340 438-522 526-576 16024-16365				
LN_25_AA0298	LN_25_AA0298	MS_121125_001	3R ngắn	PCR-BD 3F, R389	MS_121125_001	none				
LN_25_AA3421	LN_25_AA3421	MS_181125_001	3R polyC	PCR-BD 3F, R389	MS_181125_001	73-340 438-573 16024-16365				
LN_25_AA3414	LN_25_AA3414	MS_181125_001	3R polyC	PCR-BD 3F, R389	MS_181125_001	73-340 438-573 16024-16365				
LN_25_AA3399	LN_25_AA3399	MS_181125_001	3R polyC	PCR-BD 3F, R389	MS_181125_001	73-340 438-573 16024-16365				
LN_25_AA3438	LN_25_AA3438	MS_181125_001	3R Tín hiệu không rõ ràng	PCR-BD 3F, R389	MS_181125_001	none				
2544344	2544344	mt313	3R tín hiệu phức tạp + dye blob	PCR-BD 3F, R389	20251205_mtDNA_313_3 samples	none				
2544372	2544372	mt313	3R polyAC	PCR-BD 3F, R389	20251205_mtDNA_313_3 samples	73-340 438-522 526-576 16024-16365				
2544379	2544379	mt313	3R polyC	PCR-BD 3F, R389	20251205_mtDNA_313_3 samples	73-340 438-573 16024-16365				
2544437	2544437	mt314	1R nhiễu	PCR-BD 1R	20251205_mtDNA_314_5 mẫu	none				
2544464	2544464	mt314	2F nhiễu	PCR-BD 2F	20251205_mtDNA_314_5 mẫu	none				
2544465	2544465	mt314	2F nhiễu	PCR-BD 2F	20251205_mtDNA_314_5 mẫu	none				
2544491	2544491	mt314	2F nền cao + dye blob	PCR-BD 2F	20251205_mtDNA_314_5 mẫu	none				
2544505	2544505	mt314	3R nhiễu	PCR-BD 3F, R389	20251205_mtDNA_314_5 mẫu	none				
LN_25_AA3568	LN_25_AA3568	MS_191125_001	Nhiễm mẫu	Chạy lại từ bước tách -> PCR-BD 2F, 2R, 3F, 3R, 1F, 1R	MS_191125_001	3R giữa 2 lần chạy không khớp	rePCR -> PCR-BD 3F, 3R			
